id,amount,amount_label,vendor,vendor_score,vendor_label,invoice_number,invoice_number_label,bill_date,bill_date_label
52101634,3146.4,3146.4,jfrey eyewear,0.8605660200119019,JFREY Eyewear Design,,10176,8/8/2018,2018-06-19 00:00:00
50530775,83.32,83.32,amazon,0.9945478439331056,Amazon,114-7756928-0817815,Conditioner,7/10/2018,2018-07-10 00:00:00
52881727,1500.0,1500.0,mh engineering co,0.8193319439888,MH Engineering Co,,,13/08/18,2018-08-13 00:00:00
51254679,45.06,45.06,namecheap,0.9961277842521667,Namecheap,36791768,36791768,22/08/2018,2018-08-22 00:00:00
52805215,15999.42,15999.42,rbc,0.7251605987548828,Royal Bank Of canada,,,"mon, aug 27, 2018",2018-08-27 00:00:00
50649869,3240.0,3240.0,gareth hill,0.9396774172782898,Gareth Hill,00003985,00003985,16 aug 2018,2018-08-16 00:00:00
52440550,15.1,15.1,uber,0.989937663078308,Uber,,,8/16/2018,2018-08-16 00:00:00
50782351,107.6,107.6,myob australia,0.841011643409729,Myob,1-60034864202,1-60034864202,07.31.2018,2018-07-31 00:00:00
52203357,141.69,141.69,hotwire,0.916620135307312,Hotwire,5666914285,,06aug18,2018-08-06 00:00:00
52859452,31.95,130.61,haymans electrical,0.818541407585144,MM Electrical,277682-241,277682-241,08 aug 2018,2018-08-08 00:00:00
52913008,12.5,12.5,short stop distribution,0.9961806535720824,Short Stop Distribution,1126254,1126254,"jul 31, 2018",2018-07-31 00:00:00
51757016,28000.0,28000.0,roshen constructions,0.926411509513855,Roshen Constructions,280,280,"friday, august 17, 2018",2018-08-09 00:00:00
51790411,119.84,119.84,fishwindowcleaning,0.9875872135162354,Fish Window Cleaning,3115762719,8-13-18,08-20-2018,2018-08-20 00:00:00
52457306,,236.79,,,City of Medicine Hat,,,1 august 2018,2018-08-01 00:00:00
51265235,663.0,663.0,dei rossi marketing,0.7887221574783325,Dei Rossi,41372-1,41372-1,17/08/2018,2018-08-17 00:00:00
50852198,18500.04,462.84,sobeys,0.9670408368110656,Lumsden,33967775,33967775,2018/08/01,2018-08-01 00:00:00
52229222,46.85,46.85,mcmaster-carr,0.9982908964157104,McMaster Carr,,,7/31/2018,2018-07-31 00:00:00
52118057,78.88,78.88,saskatoon,0.8192408680915833,Consolidated Gypsum Roofing Supply,422812,422812,8/ 7/2018,2018-08-07 00:00:00
52051193,2444.19,2444.19,alarmnorth security,0.992722988128662,AlarmNorth Security,55,5550,"july 31, 2018",2018-07-31 00:00:00
51904715,922.5,922.5,caffe vita,0.9957722425460817,Caffe Vita,537898,537898,"august 18th, 2018",2018-08-18 00:00:00
51214396,1015.0,1015.0,quickerbookkeepers usa,0.8065516948699951,QuickerBookkeepers USA,29371,29371,30 sep 2017,2017-08-20 00:00:00
52403794,13.56,13.56,joeyco,0.916961669921875,JoeyCo,ST-33747,ST-33747,"may 06, 2018",2018-05-06 00:00:00
51381854,106.05,106.05,airgas national,0.7754440307617188,Airgas,34908721,34908721,27/07/2018,2018-07-27 00:00:00
50312570,393.69,393.69,national,0.9263372421264648,Israel Sublett,50033389341,50033389341,"july 31, 2018",2018-07-31 00:00:00
51050537,65.4,65.4,nextiva,0.7745909094810486,Nextiva,16047848401,16047848401,09 jul 2018,2018-07-09 00:00:00
51754864,1296.0,2625.0,nalini,0.5927171111106873,Moa,,Fattura 10994,"mon, aug 20, 2018",2018-08-20 00:00:00
51588854,726085.0,726085.0,four squares tools co,0.9882065653800964,Four Squares Tools Co Ltd,B1872601,B1872601,08/27/2018,2018-08-27 00:00:00
52995623,1237.5,1237.5,hippo media,0.9738792181015016,Hippo media,1022,1022,"fri, aug 24, 2018",2018-08-24 00:00:00
52828129,159.19,159.19,essex,0.7595924735069275,Essex Powerlines,00242384-12,00242384-12,"monday, august 27, 2018",2018-08-27 00:00:00
51881634,1779.75,4667.75,estate connection,0.6028978228569031,Deposits,,,,2018-07-31 00:00:00
51459778,59.95,59.95,ra-wifi,0.7429484724998474,Nuskope Internet,443489,443489,19/07/2018,2018-07-19 00:00:00
51079916,18.73,18.73,amazon,0.9986101984977722,Amazon,114-3217546-2857013,114-3217546-2857013,17 aug 2018,2018-08-17 00:00:00
51842670,86.79,86.79,the educational experience,0.8677144050598145,Educational Experience,1371817,1371817,aug 18,2018-08-02 00:00:00
52101743,417.2,417.2,chrome hearts,0.9322201013565063,Chrome Hearts Eyewear LLC,INV-234177,INV-234177,"aug 06, 2018",2018-08-06 00:00:00
52560506,48.0,48.0,water world pure drinking water,0.985279381275177,Water World Pure Drinking Water,694471,694471,,2018-07-31 00:00:00
50984965,548.54,548.54,jayalakshmi ramanna,0.7234435677528381,Willowbrae Academy,,,"thu, aug 23, 2018",2018-08-23 00:00:00
52673879,742.5,742.5,promotek,0.6923804879188538,United Fuel,40574,40574,"july 28, 2018",2018-07-28 00:00:00
50665286,891.37,873.54,mckesson,0.8908959627151489,McKesson - 897847 RX,7884427222,7884427222,"april 09, 2017",2017-04-09 00:00:00
50880708,4500.0,4500.0,us technical services,0.9634276032447816,US Technical Services,BA044,BA044,"mon aug 13, 2018",2018-08-13 00:00:00
50933265,,6848.67,mega parts,0.962586522102356,Statement Mega Parts,,,8/1/2018,2018-08-01 00:00:00
50838125,67.99,67.99,paypal,0.9958045482635498,Paypal,,,,2016-12-10 00:00:00
50271684,1470.0,1470.0,rwm enterprise,0.946669101715088,RWM Enterprise,43-P040,43-P040,17 july 2018,2018-07-17 00:00:00
50840623,130.66,130.66,menulog,0.8489325642585754,Menulog,,1406850,07/31/2018,2018-07-31 00:00:00
51862354,35.61,34.9,mckesson corporation,0.8571422696113586,McKesson,7886641839,7886641839,08/08/2018,2018-08-08 00:00:00
51317941,460.0,460.0,bowens,0.9354447722434998,Bowens,14697066,14697066,"aug 01, 2018",2018-08-01 00:00:00
51609610,797.75,797.75,mike brennler,0.7653008103370667,Brennier Investigative Services,2074-043,2074-043,24/07/2018,2018-07-24 00:00:00
52938724,674.09,674.09,van isle water services,0.967939019203186,Van Isle Water Services,CM1300,CM1300,9 august 2018,2018-08-09 00:00:00
50399196,3652.0,3652.0,ralsad,0.8999763131141663,QUEENSLAND STAIRS,14898,14898,"august 10, 2018",2018-08-10 00:00:00
50210131,882.09,882.09,premium landscaping services,0.9799098968505859,Premium Landscaping Services,2313,2313,8/6/2018,2018-08-06 00:00:00
52125737,77.83,77.83,amazon,0.9976593852043152,Amazon,111-2916369-1047438,111-2916369-1047438,"mon, aug 27, 2018",2018-08-27 00:00:00
52884784,180.58,180.58,darwrn fish,0.6855437159538269,Darwin Fish Market,00078533,00075535,08/14/2018,2018-08-14 00:00:00
52531894,68.74,68.74,the home depot,0.9021511673927308,The Home Depot,,,5/24/2018,2018-05-24 00:00:00
52286565,13614.4,13614.4,elements air systems,0.8386605381965637,Elements Air Systems,,,09 aug 2018,2018-08-09 00:00:00
51729195,682.43,682.43,ford,0.7442948818206787,Ford,,,24-07-2018,2018-07-24 00:00:00
51900824,2983.65,2983.65,cdw,0.8410030007362366,CDW,1BVC9GN,,"july 16, 2017",2017-07-16 00:00:00
52525858,387.2,518.0,avis,0.9150222539901732,AVIS,297754251,,07/01/2018,2018-07-01 00:00:00
50854388,930.0,930.0,canadian transit company,0.9633763432502748,Canadian transit Company,181061647,181061647,"aug 18, 2018",2018-08-18 00:00:00
51211556,204.12,204.12,echevron business card,0.8547747731208801,Chevron Business Card,53926801,53926801,07/31/2018,2018-07-31 00:00:00
51293216,483.04,483.04,gensler,0.8955544233322144,Gensler,746553,746553,"august 22, 2018",2018-08-22 00:00:00
50741071,299.0,299.0,demandforce,0.9953655004501344,"Demandforce, Inc.",INV04303130,INV04303130,"june 07, 2018",2018-06-07 00:00:00
51974853,286.0,286.0,technology marketing toolkit,0.9762629270553588,Technology Marketing Toolkit,87128,87128,,2018-07-31 00:00:00
52320865,2000.0,2000.0,facebook,0.8820037245750427,Facebook Ads,LC9WPGWMY2,LC9WPGWMY2,02/09/18,2018-02-09 00:00:00
53009556,203.25,203.25,erynn adle,0.6393894553184509,Erynn Adle,,,7/29/2018,2018-07-29 00:00:00
52984670,159.08,159.08,nunawading toyota,0.9682673215866088,Nunawading Toyota,291689H,291689H,05/20/2018,2018-05-20 00:00:00
51766831,7458.0,7458.0,karratha cabinets,0.9789614081382751,Karratha Cabinets,00002810,00002810 - PO049,12/30/2016,2016-12-30 00:00:00
51881568,,28.12,purolator,0.9955978393554688,Purolator,438808176,438808176,,2018-08-02 00:00:00
51130975,7.88,7.88,diamond vogel paint center,0.8353637456893921,Diamond Vogel Paint Center,283065460,283065460,,2018-05-06 00:00:00
51133412,17.56,17.56,the home depot,0.9606127142906188,Home Depot,,,15/08/2018,2018-08-15 00:00:00
52860393,2.27,2.27,russell hendrix,0.862186074256897,Russell Hendrix Foodservice Equipment,1349984,1349984,"jul 20th, 2018",2018-07-20 00:00:00
50986982,149.0,149.0,big green cleaning company,0.9336734414100648,BigGreen,518165,518165,"jun 22, 2018",2018-06-22 00:00:00
51407227,20.0,199.0,officesxm,0.9121469855308532,Office World,1077881,1077881,19jul2017,2017-07-19 00:00:00
51746466,224.43,224.43,usg boral,0.9383050203323364,USG Boral,49689406,49689406,"aug 13, 2018",2018-08-13 00:00:00
52596781,133.65,133.65,nedco-div.of,0.9933249354362488,Nedco,5897052,5897052,"aug 1, 2018",2018-08-01 00:00:00
51595132,19.0,19.0,amazon web services,0.833473801612854,Amazon Web Services,146228828,146228828,7/15/18,2018-07-15 00:00:00
51468345,1004.3,1004.3,additional business concepts,0.9535880088806152,Additional Business Concepts,786,786,,2018-08-08 00:00:00
53090542,635.33,35.0,umpqua bank,0.8364385366439819,Umpqua Bank,,,2018/08/13,2018-08-13 00:00:00
52079394,400.0,400.0,roslyn hall interior design,0.9840720295906068,Roslyn Hall,046456,046456,"august 19, 2018",2018-08-19 00:00:00
51680732,504.09,504.09,vibrant,0.9218004941940308,Vibrant,,,28/05/2018,2018-06-17 00:00:00
52663921,275.0,275.0,waxcenter,0.9100794196128844,Waxcenter.com,SIN290143,SIN290143,2018-08-01,2018-08-01 00:00:00
51757109,2767.63,2767.63,capital one,0.8217539191246033,Capital One,,,25/07/2018,2018-07-25 00:00:00
50655835,12556.51,12556.51,leumiusa,0.5548827648162842,Bank Leumi,,,"aug 18, 2018",2018-08-18 00:00:00
51767483,141.0,141.0,schuurman b.v,0.9104282855987548,schuurman bv,SO18-7568,SO18-7568,08/27/2018,2018-08-27 00:00:00
51434074,3715.0,3715.0,senkow ventures,0.9903950095176696,ShipChain,0055,0055,08/13/2018,2018-08-13 00:00:00
52645429,,199.75,liberty linen's,0.7879573106765747,Liberty Linen's,,8/16/18,08/23/2018,2018-08-23 00:00:00
52347321,1522.59,1522.59,valassis,0.9853602647781372,Valassis,2939189,2939189,04/10/2018,2018-04-10 00:00:00
51165675,1401.65,1401.65,rackspace,0.9889299869537354,rackspace,B1-33604871,B1-33604871,21/08/2018,2018-08-21 00:00:00
52668713,88.19,88.19,pharmacare laboratories,0.978556752204895,Pharmacare Laboratories Pty Ltd,2078466,2078466,30-09-2017,2018-08-24 00:00:00
50315122,18.98,18.98,apple,0.98861962556839,Apple,145219703620,145219703620,,2018-08-01 00:00:00
52456165,1447.05,1447.05,peoplefusion,0.9505704045295716,People Fusion,87939,87939,11/30/2018,2018-07-31 00:00:00
50740921,1000.0,1000.0,beverage management outsourcing,0.9720544219017028,Beverage Management Outsourcing Corp.,GOLDBAR_003,GOLDBAR_003,09-aug-18,2018-08-09 00:00:00
50587548,3485.76,3485.76,juricert,0.5945528745651245,Thomas E. Wallwork,5111,5111,14/08/2018,2018-08-14 00:00:00
53025992,14512.59,14512.59,wireless,0.6039311289787292,Chatr Wireless,15015712818,15015712818,,2018-07-31 00:00:00
50577572,64.05,64.15,,,CDCR Report,,,"tue, jul 31, 2018",2018-07-31 00:00:00
51907052,14.13,14.13,amazon,0.9904990196228028,Amazon Prime,D01-8522866-0016215,D01-8522866-0016215,02-07-18,2018-07-02 00:00:00
52384439,180.27,180.27,r.e. michel company,0.8957231640815735,R. E. Michel Company,42534500,42534500,08/09/2018,2018-08-09 00:00:00
52020702,3.35,3.35,parkmobileglobal,0.9487434625625608,Parking,,,,2018-02-09 00:00:00
50580433,26.79,26.79,donotreply=upwork,0.9593226909637452,Upwork,192225284,192225284,17 aug 2018,2018-08-17 00:00:00
52382848,5797.74,5797.74,capitalone,0.9903653860092164,Capital One,,,8/08/2018,2018-08-08 00:00:00
51214358,-26.25,-26.25,hubdoc,0.9996891021728516,hubdoc,106404,106404,15/08/2018,2018-08-15 00:00:00
51917453,143.12,143.12,healthsmart benefits,0.8115770220756531,Health Smart,IN39639000030,IN39639000030,08/06/2018,2018-08-06 00:00:00
51648258,2048.0,2048.0,agency,0.6498676538467407,Burns & Wilcox,,,"thu, jun 14, 2018",2018-06-14 00:00:00
52037280,2117.79,2117.79,michael dickson,0.9946781992912292,Michael Dickson,416-970-1852,2018-01,05/04/2018,2018-04-05 00:00:00
50156152,285.08,285.08,freds marina,0.902442455291748,Freds Marina,,,"jul 31, 2018",2018-07-31 00:00:00
51588404,262.86,262.86,sid wainer & son,0.9932247400283812,Sid Wainer & Son,11678053,11678053,28/07/2018,2018-07-30 00:00:00
53071752,309.55,309.55,spicers,0.9843854308128356,Spicers,95868873,95868873,,2018-08-05 00:00:00
50621532,,10334.0,intact,0.744486391544342,Intact,,,01-aug-2018,2018-08-01 00:00:00
52592148,917.4,917.4,ingram micro,0.9332390427589417,Ingram Micro,20-22564-11,20-22564-11,08/10/18,2018-08-10 00:00:00
51099927,57721.09,57721.09,suntrust,0.9453738927841188,Suntrust Merchant -6882,,,"fri, aug 17, 2018",2018-08-17 00:00:00
51843522,456.03,456.03,honolulu fish company,0.8373442888259888,Honolulu Fish Company,645241,645241,,2018-06-14 00:00:00
52346911,,82.95,,,Lock-It Mini Storage,805011,805011,10th august 2018,2018-08-10 00:00:00
51283165,2881.5,2881.5,brandbot digital marketing,0.9593296647071838,Brandbot Digital Marketing Inc,0000300,0000300,2018-08-20,2018-08-20 00:00:00
51235215,104.96,110.21,dickies,0.711006760597229,Day2Day Books,1382673,,5/31/2018,2018-05-31 00:00:00
51225053,628.7,628.7,meraki lashes,0.9577913284301758,Meraki Lashes,0N369668XP204094F,,19-08-2018,2018-08-15 00:00:00
52967824,24.53,24.53,bidfood,0.8130813241004944,BidFood,I43258870.PER,I43258870.PER,"mon, jun 4, 2018",2018-06-04 00:00:00
51470537,,136.75,north renfrew telephone,0.8244667053222656,North Renfrew Telephone,89231291,,,2014-12-12 00:00:00
51195518,153.0,153.0,intuit's,0.595720112323761,QB PR,,August 2018,23/8/2018,2018-08-23 00:00:00
51781163,13.99,13.99,canadian tire,0.8525885343551636,Canadian Tire Mastercard,1065945,,2018-07-25,2018-07-31 00:00:00
51593132,42.18,42.18,ups,0.9906036257743835,UPS,I>00000384120000000384123180408180000004</I,0000038412318,16-jun-2017,2017-06-16 00:00:00
50223513,69.66,69.66,leavainbakery@gmail,0.8936679363250732,Leavain Bakery,00332913,00332913,23-aug-18,2018-08-23 00:00:00
51923890,66.1,69.41,greyhound canada,0.9099565148353576,Greyhound Canada,54396202,Pass Michael Symanski ,"july 1, 2018",2018-07-01 00:00:00
51196376,,165.98,camscanner,0.6278602480888367,THE HOME DEPOT,,,07/18/2018,2018-07-18 00:00:00
52450128,1424.27,1424.27,jetstar airways,0.826890230178833,Jetstar,ZYG7XR,ZYG7XR,07/27/18,2018-07-27 00:00:00
50781535,,4755.97,bank,0.5960447788238525,Royal Bank,,,30 jul 2018,2018-07-30 00:00:00
51344235,67.68,67.68,chouchou foods,0.991670310497284,Chouchou foods,0431,0431,2018-07-31,2018-07-31 00:00:00
50798247,378.44,378.44,finlayson,0.5989184975624084,Finlayson Timber & Hardware,0002-01618308,0002-01618308,08/14/18,2018-08-14 00:00:00
50775107,,88.14,camscanner,0.636422336101532,Green life,,9638,"december 18, 2017",2017-12-18 00:00:00
51761033,39.42,39.42,bunnings,0.9833376407623292,Bunnings,6400/01485342,6400/01485342,7/27/2018,2018-07-27 00:00:00
52720243,42.38,42.38,rodda paint company,0.94866943359375,rodda paint,75047252,75047252,"august 9, 2018",2018-08-09 00:00:00
50995366,671.47,671.47,broward a&c medical supply,0.9783806204795836,Broward A&c Medical Supply,,,"fri, aug 3, 2018",2018-08-03 00:00:00
52446215,30.79,30.79,adobe business catalyst,0.9884520173072816,Adobe Business Catalyst,2390890,2390890,10/08/18,2018-08-10 00:00:00
52393987,49.28,49.28,intuit,0.5423193573951721,Quickbooks,230013589906,230013589906,2018-07-01,2018-07-01 00:00:00
51947402,,1061.3,simon george & sons,0.964255690574646,Simon George & Sons Pty Ltd.,1520233,1520233,"august 19, 2018",2018-08-19 00:00:00
51955796,9.902030460280729e+24,57.59,,,Model Sites Pty. Ltd.,,,08/27/2018,2018-08-27 00:00:00
50964279,2217.91,2217.91,hyperweb,0.8106569051742554,Hyperweb,6076-0,6076-0,aug 21,2018-08-21 00:00:00
51889397,29.95,222.4,global payments,0.8255871534347534,Global Payments,,,,2018-08-27 00:00:00
50724527,2563.61,3426.96,livingston,0.8072492480278015,Seymour Midwest,0850482-IN,0850482-IN,"friday, june 8, 2018",2018-06-08 00:00:00
52343124,29.0,29.0,sentry,0.9933963418006896,Sentry,E3065BD2697146F39B7C1F8C76BC5F69,e3065bd2697146f39b7c1f8c76bc5f69,,2018-05-01 00:00:00
51589299,1.49,1.49,montalbano lumber,0.9824821352958679,Montalbano Lumber,1808-725035,1808-725035,"fri, aug 10, 2018",2018-08-10 00:00:00
52188496,533.82,533.82,montgomery pacific corporation,0.99971604347229,Montgomery Pacific Corporation,2018-2158,2018-2158,07/29/2018,2018-07-29 00:00:00
50407378,229.5,229.5,jon's electric,0.9939867258071899,jon's electric llc,1554,1554,31/07/2018,2018-07-31 00:00:00
50586565,2543.64,2543.64,boomers livermore young ivy academy,0.7048832178115845,Boomers Livermore,0000035235,,"mon, aug 13, 2018",2018-08-13 00:00:00
50955003,2553.2,326.36,console.aws.amazon,0.7943060398101807,Aws,EINGB18-30768,EINGB18-30768,"june 30, 2018",2018-06-30 00:00:00
52362872,128.3,130.97,bidfood,0.7872196435928345,Bidfood,143032403.GOL,l43032403.GOL,10/08/2018,2018-08-10 00:00:00
51810700,15.0,15.0,hellosign,0.955506443977356,Hellosign,,,6/11/2018,2018-07-11 00:00:00
50227008,363.0,363.0,marvel lifestyle,0.8803523778915405,Marvel Lifestyle Pty Ltd,00007660,00007660,,2018-08-09 00:00:00
52952974,90.0,90.0,clean oil australia,0.857025146484375,Clean Oil Australia,00044322,00044322,31.07.2017,2017-07-31 00:00:00
51459171,94.6,94.6,duck and dive,0.8633207678794861,Duck & Dive Pty Ltd,CN-0157,CN-0157,24/06/2018,2018-06-24 00:00:00
51564405,20.41,20.41,staples,0.9170595407485962,Staples Canada,55D07A,,07/31/2018,2018-07-31 00:00:00
51933382,3186.65,3186.65,air affairs australia,0.7847182750701904,Air Affairs,,,07/31/2018,2018-07-31 00:00:00
51788641,512.98,512.98,ceeh,0.5592859983444214,Little Big Burger,,,08/27/2018,2018-08-27 00:00:00
52994712,561.6,561.6,four hands,0.9963779449462892,Four Hands Home,1284812,1284812,08/18/18,2018-08-18 00:00:00
52972452,130.87,130.87,maritimeelectric,0.9843088388442992,Maritime Electric,3259,,2018-07-14,2018-07-14 00:00:00
51793639,5346.56,5346.56,sector nine distribution,0.9171196818351746,Sector Nine Distribution,10664,10664,8/8/18,2018-08-08 00:00:00
52559252,24.8,24.8,wilkins it solutions,0.9859007000923156,Wilkins It Solutions,20538,20538,13/08/18,2018-08-13 00:00:00
51276750,851.25,851.25,a to z landscaping,0.9972484111785888,"A to Z Landscaping, Inc",21115,21115,"jul 31, 2018",2018-07-31 00:00:00
50673087,,2550.48,,,Telus,,2018-101,"thursday, august 2, 2018",2018-08-02 00:00:00
52180308,5.6,5.6,skip,0.8255975246429443,SKipapp,1902122,1902122,"thu, aug 9, 2018",2018-08-20 00:00:00
51020207,-197.1,197.0,,,Bank of Stokton,,,,2018-08-08 00:00:00
51873812,1898.4,1898.4,carmine tullio,0.7610222697257996,Ramak Jaberizadeh,,0004,1-03-2016,2016-08-03 00:00:00
51267078,,447.98,national energy equipment,0.9952797889709472,National Energy Equipment,,30394502-00,16-aug-18,2018-08-16 00:00:00
52502120,36.8,44.79,arww.vistaprint,0.9587863087654114,Vistaprint,,,aug-07-2018,2018-08-07 00:00:00
51869358,1808.0,1808.0,kevin mouscos,0.9160465002059937,SM Mechanical Ltd.,KMCPA18078,KMCPA18078,31/07/2018,2018-07-31 00:00:00
51567611,1770.12,1770.12,cpa australia,0.9484898447990416,CPA Australia,INV-101562806,101562806,10/08/2018,2018-08-10 00:00:00
51790761,185.93,185.93,smartwarehousing,0.9866257905960084,Smart Warehousing,233923,233923,2018/08/02,2018-08-02 00:00:00
53055079,640.86,640.86,king taco restaurants,0.999809980392456,"King Taco Restaurants, Inc.",000362988,000362988,7/12/2018,2018-07-12 00:00:00
50734699,32.77,32.77,intuit,0.8815717697143555,Intuit Quickbooks,230011240125,230011240125,"july 15, 2018",2018-07-15 00:00:00
51845133,196.29,196.29,bresic whitney property,0.8364563584327698,Bresic Whitney Property Management,101284,101284,4/4/2018,2018-04-04 00:00:00
51459578,613.09,613.09,fooda,0.8540215492248535,Fooda,,,8/8/2018,2018-08-08 00:00:00
51609933,182.72,182.72,kyla kleaning and contracting,0.9873780608177184,Kyla Kleaning And Contracting,25511,25511,jul-18,2018-07-31 00:00:00
51463213,-46.8,46.8,entrepreneurs circle,0.8894650936126709,Entrepreneurs Circle Ltd.,INV00069842,INV00069842,"monday, august 27, 2018",2018-08-27 00:00:00
50816847,10.64,10.64,big park water company,0.9893972873687744,Big Park Water Company,,7/3-7/31 Fireline,"tuesday, july 24, 2018",2018-08-13 00:00:00
53025476,3763.4,3763.4,the cellular connection,0.9991565942764282,The Cellular Connection,279133-I,279133-I,06-aug-18,2018-08-06 00:00:00
51938687,1284.0,1284.0,total computer technology,0.9224183559417723,Total Computer Technology,29486,29486,03-aug-2018,2018-08-03 00:00:00
50224081,45.0,45.0,alltools,0.8799112439155579,Alltoolswa,393353,393353,24 aug 2018,2018-08-24 00:00:00
53057578,14.0,14.0,finagraph,0.9957764744758606,Finagraph,CC84177-0004,CC84177-0004,"monday, jul 9, 2018",2018-07-09 00:00:00
50914149,2500.0,2500.0,dv01,0.8068640232086182,DV01,5789201807,5789201807,"friday, august 10, 2018",2018-08-09 00:00:00
52826805,,85.98,,,Independent Linen Service,,557349,04/08/2018,2018-08-04 00:00:00
52576125,828.57,828.57,sysco,0.9895590543746948,Sysco,133707,133707,05/10/18,2018-05-10 00:00:00
52762212,154.43,154.43,alsco,0.8679987192153931,Alsco,LWIC63857,00094838,"aug 3, 2018",2018-08-03 00:00:00
51205415,4536.07,4536.07,brooksrunning.billtrust,0.9053519368171692,Brooks Running,220707942,220707942,7/16/2018,2018-07-16 00:00:00
52258934,33.83,0.5,specialist,0.6212164163589478,Talia Wiebe,,,2018-08-02,2018-08-02 00:00:00
52500001,4450.25,4450.25,acamerarentals,0.9794575572013856,ACamera,H1140,H1140,"august 3, 2018",2018-08-03 00:00:00
52123274,332.02,447.47,united airlines,0.8456516265869141,United,,,,2018-07-30 00:00:00
51426009,19265.95,19265.95,parksville,0.5611324906349182,City of Paksville,,,11jul18,2018-07-11 00:00:00
50805399,4.99,4.99,au.myeway,0.9577568769454956,Ezidebit,AU249920649,AU249920649,07/30/2018,2018-07-30 00:00:00
51621213,-366.71,366.71,xspowerbatteries,0.9855048656463624,Xs Power,38730,57050,06-21-2018,2018-08-16 00:00:00
52374881,250.0,250.0,fiona liddell,0.8916688561439514,Fiona Liddell,,,"june 22, 2018",2018-06-22 00:00:00
51836664,4273.24,4273.24,toner warehouse,0.9993930459022522,Toner Warehouse,IN2131650,IN2131650,"friday, july 27, 2018",2018-07-27 00:00:00
51568850,325.47,325.47,bidfood,0.9811415076255798,Bidfood,I43087676.GOL,I43087676.GOL,23/08/18,2018-08-23 00:00:00
52848533,460.74,460.74,pella western canada,0.8447263836860657,Pella Western,AM9146,AM9146,01-aug-2018,2018-08-01 00:00:00
51787960,40.32,40.32,the home depot,0.9637235403060912,The Home Depot,,,07/06/2018,2018-07-06 00:00:00
53064483,61.33,61.33,sherwin williams,0.9993939399719238,Sherwin Williams,4259-5,4259-5,08/02/2018,2018-08-02 00:00:00
52974920,512.73,512.73,metcash food & grocery,0.9145044088363647,Metcash Food & Grocery,84226,84226,07/31/2018,2018-07-31 00:00:00
52150012,9.99,9.99,sucuri,0.9986699223518372,Sucuri,609206,609206,2018-08-01,2018-08-01 00:00:00
50853418,69.36,69.36,heritage food service group,0.9674023985862732,Heritage Food Service Group Inc.,0005124003-IN,0005124003-IN,07/30/2018,2018-07-30 00:00:00
50573298,,5994.68,hogan lovells,0.9664920568466188,Hogan Lovells,22200024019,22200024019,8/14/2018,2018-08-14 00:00:00
50200014,199.0,60.63,combined la westside,0.6349666118621826,The Home Depot,,,6/12/2018,2018-06-12 00:00:00
51678616,747.28,747.28,nationstar,0.8498477935791016,Nationstar Mortgage,,,16.08.2018,2018-08-16 00:00:00
52870379,15.79,15.79,amazon,0.9978602528572084,Amazon,112-2577478-4127468,,"wed, aug 15, 2018",2018-08-15 00:00:00
52381511,83.06,83.06,microsoft,0.9976208806037904,Microsoft,E03006ESME,E03006ESME,"wed, aug 1, 2018",2018-08-01 00:00:00
52203643,50.34,50.34,regus,0.9522174000740052,Hamid Toutounchian,952-20965,,20/08/2018,2018-08-20 00:00:00
50131714,1397.31,1397.31,dhl,0.9758760929107666,DH: Express,YHMI000796263,YHMI000796263,"july 19, 2018",2018-07-19 00:00:00
51983524,-3.5,3.5,,,NCB BANK,,Vat charge,08/21/18,2018-08-21 00:00:00
51801684,973.72,973.72,kody capps,0.6410650014877319,Kody Capps,,AMEX Interest August 2018,08.08.2018,2018-08-08 00:00:00
52004778,752.22,752.22,airbnb,0.9720206260681152,Airbnb,,,,2018-06-15 00:00:00
50277693,2590.0,2590.0,24seven.pro,0.8963174819946289,24seven.pro,1019,1019,,2018-07-01 00:00:00
52941916,65.6,65.6,cammy's green & clean dry cleaners,0.964766800403595,Cammy's Green & Clean Dry Cleaners,3508,3508,,2018-08-02 00:00:00
50591839,1000.0,1000.0,monomi,0.9618239998817444,MONOMI,88,88,08/15/2018,2018-08-15 00:00:00
51947009,44.81,46.31,badoinkcash,0.8458544015884399,BaDoink Cash (VR1),,,12 aug 2018,2018-08-12 00:00:00
51174851,113.0,12375.89,quick tire repair centre,0.9548371434211732,Quick Tire Repair Centre,16360,16360,08/01/2018,2018-08-01 00:00:00
51236579,71.5,71.5,revolution,0.9879698753356934,REVOLUTION,INV56598,INV56598,03-08-18,2018-08-03 00:00:00
52831923,9.0,9.0,parmer lane,0.5960747003555298,parmer lane 5,1700,,"july 25, 2018",2018-07-25 00:00:00
52037986,419.24,419.24,arb corporation,0.9996671676635742,ARB Corporation,8837528,8837528,30-jul-18,2018-07-30 00:00:00
52705215,587.99,587.99,j&b importers,0.7866843342781067,J&B Bike,7605825,7605825,08/01/2018,2018-08-01 00:00:00
51866718,747.35,190.0,premier brands,0.9750447273254396,Premier Brands,P-186346,P-186346,,2018-08-20 00:00:00
52279165,-13707.06,13707.06,emcoltd,0.5329873561859131,Emco Corporation,55010489-00,55010489-00,1 aug 2018,2018-08-01 00:00:00
50410464,972.79,972.79,sinnott's plumbing & heating,0.9634909629821776,Sinnott's Plumbing & Heating,5255,5255,"aug 13, 2018",2018-08-14 00:00:00
51319006,631.31,631.31,technosport canada,0.9570997953414916,Technosport Canada,V0151956,V0151956,7/19/2018,2018-07-19 00:00:00
